date,connection,population,actual_limit,factor,consumption,sarima_prediction,arima_prediction
2017-06-11,4128,19810,2674350,1.2164368341596896,3253177,3191415.3935755426,3195818.074880501
2017-06-12,4128,19810,2674350,1.176795769589334,3147163,3206671.3379976316,3216793.948808835
2017-06-13,4129,19815,2675025,1.15484131217355,3089229,3192047.212374435,3179697.0251233624
2017-06-14,4130,19819,2675565,1.2187746550502088,3260910,3165069.0121427625,3147300.3842023755
2017-06-15,4132,19829,2676915,1.2368845366053365,3311034,3189623.9333887966,3205926.399263124
2017-06-16,4133,19834,2677590,1.1847816834988028,3172359,3222145.8475712794,3241021.542745491
2017-06-17,4133,19834,2677590,1.152103724655675,3084861,3209253.3166240337,3203894.345458751
2017-06-18,4133,19834,2677590,1.2158919806810242,3255660,3175206.6350530065,3158135.785389739
2017-06-19,4133,19834,2677590,1.1633681398501436,3115022,3197367.237649245,3209297.129668712
2017-06-20,4134,19839,2678265,1.231850953769108,3299223,3174570.7608711044,3162087.1060723923
2017-06-21,4135,19843,2678805,1.1962206656094243,3204441,3209027.45287858,3230208.3405774557
2017-06-22,4135,19843,2678805,1.229441066498549,3293432,3204048.1132503003,3205389.1843803516
2017-06-23,4135,19843,2678805,1.213275171801523,3250127,3230355.1229693317,3247607.8989108773
2017-06-24,4135,19843,2678805,1.1694217370988396,3132652,3232398.8271392784,3243642.500783326
2017-06-25,4135,19843,2678805,1.185975060423149,3176995,3210283.2061495516,3195010.9479434006
2017-06-26,4136,19848,2679480,1.2331671502641626,3304246,3197985.0603376613,3191236.841711878
2017-06-27,4136,19848,2679480,1.1780670155140462,3156607,3227424.2022860833,3242965.3967822054
2017-06-28,4138,19858,2680830,1.1680320320993698,3131295,3207190.050994686,3200586.449729914
2017-06-29,4139,19863,2681505,1.1689629114254372,3134579,3191109.1274856078,3174834.398057451
2017-06-30,4139,19863,2681505,1.1736464493535677,3147138,3170762.5708436617,3158861.4854313703
2017-07-01,4139,19863,2681505,1.1732108005901982,3145970,3168979.2265319983,3161744.4169362024
2017-07-02,4140,19867,2682045,1.1854355197721267,3179391,3158574.2186116255,3152819.8777431604
2017-07-03,4140,19867,2682045,1.228441151299094,3294734,3167703.6460767244,3166990.0386657803
2017-07-04,4140,19867,2682045,1.2191960269418487,3269938,3196275.107735413,3222579.706925252
2017-07-05,4141,19872,2682720,1.188240698765086,3187717,3218876.692015947,3231525.6158045856
2017-07-06,4141,19872,2682720,1.1582801490315566,3107341,3208153.421531183,3207069.702073328
2017-07-07,4142,19877,2683395,1.169126750135418,3137228,3185526.0151798287,3163806.702964277
2017-07-08,4143,19882,2684070,1.224857661786157,3287603,3168274.4982297844,3162072.8202764606
2017-07-09,4143,19882,2684070,1.2233190282748048,3283473,3202492.3093032604,3224010.714302605
2017-07-10,4143,19882,2684070,1.2092843461035456,3245803,3222401.9252978065,3237557.6020497126
2017-07-11,4144,19887,2684745,1.193521153401918,3204299,3232364.08194417,3235532.0690395
2017-07-12,4144,19887,2684745,1.2101567169414726,3248962,3219785.2354502925,3223396.618080136
2017-07-13,4144,19887,2684745,1.229089565699551,3299792,3231917.933124961,3234172.270339681
2017-07-14,4144,19887,2684745,1.1597868576489636,3113731,3245480.8487124424,3263546.0380748105
2017-07-15,4145,19891,2685285,1.2236327775945957,3285802,3212914.578591061,3189249.5370814
2017-07-16,4145,19891,2685285,1.224639736176972,3288506,3228529.159376992,3242929.7013671556
2017-07-17,4145,19891,2685285,1.1924807040483727,3202150,3246773.9092295584,3259133.971743494
2017-07-18,4145,19891,2685285,1.1752999399870734,3156015,3234066.774476605,3230317.3655932997
2017-07-19,4146,19896,2685960,1.1721561739996185,3148364,3216153.843272129,3202402.436691597
2017-07-20,4146,19896,2685960,1.2125277234446683,3256800,3193825.8596552974,3181698.050442292
2017-07-21,4146,19896,2685960,1.2377187197050312,3324462,3212261.250974681,3218091.670976629
2017-07-22,4147,19901,2686635,1.2289628199391025,3301774,3241657.0369480494,3262633.4776668
2017-07-23,4147,19901,2686635,1.1524217468214728,3096136,3260330.22312462,3270714.4259818043
2017-07-24,4148,19906,2687310,1.237879429643626,3326565,3212420.1285240855,3185841.847497577
2017-07-25,4149,19911,2687985,1.1972752026195872,3218257,3246494.1140909083,3262938.6287547974
2017-07-26,4150,19915,2688525,1.1753377467550037,3159924,3235267.571862886,3235012.823654063
2017-07-27,4154,19935,2691225,1.1908125119182629,3204744,3217731.3583028433,3203230.6132790362
2017-07-28,4154,19935,2691225,1.1920128370760277,3207974,3209048.835520598,3210587.852661885
2017-07-29,4154,19935,2691225,1.2101038172212015,3256661,3213490.099808083,3209909.7518733134
2017-07-30,4155,19939,2691765,1.185696321131582,3191615,3222612.9287927095,3230887.296411906
2017-07-31,4155,19939,2691765,1.196248291425451,3220019,3218461.8747639633,3209155.597136679
2017-08-01,4156,19944,2692440,1.2176516406812865,3278453,3212830.8854108676,3217485.9402630473
2017-08-02,4157,19949,2693115,1.1896730967238354,3203926,3232573.9579490745,3244526.138845041
2017-08-03,4157,19949,2693115,1.2219262777025603,3290787,3223513.4652311564,3219783.934064876
2017-08-04,4158,19954,2693790,1.1900138356745458,3205647,3246931.673353741,3256769.236115538
2017-08-05,4159,19959,2694465,1.174045861171968,3163425,3228639.097484255,3227518.434884394
2017-08-06,4160,19963,2695005,1.237562515396874,3335237,3216705.3961541094,3203231.1664297828
2017-08-07,4160,19963,2695005,1.2186497778768797,3284267,3244935.4732913706,3267240.098027334
2017-08-08,4160,19963,2695005,1.223766217455493,3298056,3256775.565496511,3264786.685488657
2017-08-09,4161,19968,2695680,1.1851070920349882,3194669,3263328.710757759,3276432.8402219326
2017-08-10,4162,19973,2696355,1.2314446264234136,3320411,3248591.5117110773,3236656.4831360406
2017-08-11,4164,19983,2697705,1.2166526995912117,3282170,3266886.063501588,3280915.668010564
2017-08-12,4165,19987,2698245,1.1510532455184157,3105823,3273379.198589935,3275573.9532217872
2017-08-13,4165,19987,2698245,1.20554777248524,3252863,3223710.3755562874,3197989.8240698446
2017-08-14,4168,20002,2700270,1.1714618911117292,3163263,3233958.9040443157,3236647.6417846936
2017-08-15,4169,20007,2700945,1.2272753447945826,3314803,3213171.037651036,3201690.111591033
2017-08-16,4169,20007,2700945,1.1547076195884969,3118801,3246155.9960666485,3256391.6741432208
2017-08-17,4170,20011,2701485,1.2168161416450407,3287210,3205102.9925579,3188734.6032713293
2017-08-18,4173,20026,2703510,1.1703612417819438,3164083,3232125.8503349135,3239097.613624822
2017-08-19,4174,20031,2704185,1.1785777966722997,3187092,3209123.6761363507,3200206.9193395316
2017-08-20,4174,20031,2704185,1.1580388245527178,3131551,3207571.3958077724,3199397.034388414
2017-08-21,4174,20031,2704185,1.2231629846114402,3307658,3180615.4205727815,3172981.093005864
2017-08-22,4176,20040,2705400,1.222646374357845,3307747,3220700.6841411465,3236755.3944852483
2017-08-23,4177,20045,2706075,1.1790482438780048,3190592,3238550.245297067,3257862.7667529266
2017-08-24,4177,20045,2706075,1.2308052567222645,3330651,3234061.04406459,3223570.0430028737
2017-08-25,4179,20055,2707425,1.22672332968888,3321261,3249745.385598553,3274226.22878544
2017-08-26,4179,20055,2707425,1.1975014474859602,3242145,3274724.2547634575,3287802.821524718
2017-08-27,4179,20055,2707425,1.1752240250040813,3181830,3260493.076249678,3260297.925228221
2017-08-28,4180,20059,2707965,1.2219519003774202,3309002,3248847.4128085333,3232295.8143804083
2017-08-29,4180,20059,2707965,1.239082679984135,3355392,3255602.990941685,3269271.9297708934
2017-08-30,4180,20059,2707965,1.196454428579479,3239956,3288131.6040882664,3306352.294576928
2017-08-31,4182,20069,2709315,1.059742004128151,2871174,3270423.149231301,3268238.8903215267
2017-09-01,4182,20069,2709315,1.0444789718295489,2829822,3168382.640343438,3097893.913782185
2017-09-02,4182,20069,2709315,1.0405177344597747,2819090,3072641.8268055175,3008253.2264162283
2017-09-03,4183,20074,2709990,1.103712304441698,2991049,3009607.5303105754,2952384.2943327306
2017-09-04,4184,20079,2710665,1.116955421737063,3027691,3003004.7316246605,2990691.396343587
2017-09-05,4184,20079,2710665,1.06394822316231,2884007,3013747.6714528888,3002547.910889236
2017-09-06,4186,20088,2711880,1.0428806853203183,2828167,2971921.9334024545,2948039.3621480763
2017-09-07,4186,20088,2711880,1.0720170034426313,2907181,2938706.0111242053,2904820.64172759
2017-09-08,4186,20088,2711880,1.0743413352367883,2913484,2927073.0470496523,2919606.948951083
2017-09-09,4187,20093,2712555,1.0456128068889123,2836282,2929473.295080074,2913607.302243443
2017-09-10,4189,20103,2713905,1.106913858378363,3004059,2897215.858463147,2882201.7328978563
2017-09-11,4190,20107,2714445,1.0790588219189523,2929045,2931294.4954504105,2941110.1939600985
2017-09-12,4191,20112,2715120,1.0916301522635627,2963906,2928746.379105724,2933204.4292921056
2017-09-13,4191,20112,2715120,1.1088462575645064,3010650,2942085.163822726,2946366.6199337468
2017-09-14,4192,20117,2715795,1.034691245377228,2810009,2953808.581185177,2975406.2427171897
2017-09-15,4192,20117,2715795,1.0773944066909031,2925982,2918939.4367003893,2893147.7618190725
2017-09-16,4192,20117,2715795,1.085947593349681,2949211,2918988.6336215325,2918307.6897249627
2017-09-17,4192,20117,2715795,1.052193991888362,2857543,2931907.327708511,2936460.087758913
2017-09-18,4193,20122,2716470,1.1079412187849018,3009689,2905586.7947619804,2899065.6844120417
2017-09-19,4193,20122,2716470,1.075167698596846,2920660,2937538.938476816,2952364.9380144565
2017-09-20,4193,20122,2716470,1.0737348531829982,2916768,2928931.4902180014,2928160.35842553
2017-09-21,4195,20131,2717685,1.0430402573237485,2834654,2933177.3510488593,2929213.950055248
2017-09-22,4196,20136,2718360,1.0854524781994452,2950650,2897585.1238682587,2884395.24435072
2017-09-23,4197,20141,2719035,1.0523501575945793,2861376,2918811.179006795,2923730.4857530096
2017-09-24,4197,20141,2719035,1.0541509175856871,2866273,2900279.6213093987,2886609.7770586973
2017-09-25,4197,20141,2719035,1.0803155873443635,2937415,2895974.5773569383,2881414.4007023196
2017-09-26,4199,20151,2720385,1.0975033597024613,2985631,2901031.1160373273,2909229.2816753
2017-09-27,4199,20151,2720385,1.0960628849064702,2981713,2927254.4103487944,2939618.5344328787
2017-09-28,4200,20155,2720925,1.0974579723286286,2986100,2937637.5837869104,2952529.4087028033
2017-09-29,4200,20155,2720925,1.0724141926307624,2917958,2958059.9358642614,2960417.2683700803
2017-09-30,4200,20155,2720925,1.1099049426608578,3019968,2937969.4473672733,2935815.500843891
2017-10-01,4201,20160,2721600,1.0550814351212092,2871509,2966540.488986679,2978594.8727188585
2017-10-02,4201,20160,2721600,1.093588236740685,2976309,2935268.293342974,2926417.649529925
2017-10-03,4201,20160,2721600,1.0812302116180688,2942676,2956195.180853334,2954034.638514136
2017-10-04,4201,20160,2721600,1.0461894099083189,2847309,2940309.9954096153,2947369.7688804287
2017-10-05,4201,20160,2721600,1.0909088891381922,2969017,2925140.7390679433,2903377.8489112584
2017-10-06,4202,20165,2722275,1.0538453160376124,2868856,2932248.7589508793,2944483.11356387
2017-10-07,4203,20170,2722950,1.0843634325779663,2952667,2920122.7273271484,2906288.374287151
2017-10-08,4204,20174,2723490,1.1093170285163825,3021213,2922469.4057424916,2931049.6250471203
2017-10-09,4204,20174,2723490,1.068474145266369,2909978,2952647.2014658456,2967404.746287873
2017-10-10,4204,20174,2723490,1.0517956861269726,2864555,2936832.7883026213,2933334.2074620603
2017-10-11,4206,20184,2724840,1.0990629308428168,2994770,2926001.601357917,2909393.0041212547
2017-10-12,4206,20184,2724840,1.0726760371329775,2922870,2934385.706165693,2953507.8899630746
2017-10-13,4206,20184,2724840,1.061902285282932,2893513,2938246.756858344,2934257.9653453776
2017-10-14,4206,20184,2724840,1.1106744592323008,3026410,2921019.6738124974,2915050.4170424463
2017-10-15,4207,20189,2725515,1.069939447476198,2916136,2957401.9468454653,2970016.012099412
2017-10-16,4208,20194,2726190,1.0372401107446234,2827713,2936466.9205126655,2938162.670262027
2017-10-17,4208,20194,2726190,1.1183612251509123,3048865,2915019.558850726,2890761.417160813
2017-10-18,4208,20194,2726190,1.0424426104714386,2841896,2947801.0994087127,2968795.2597237625
2017-10-19,4208,20194,2726190,1.0795348572348489,2943017,2922210.640042317,2900351.6196713783
2017-10-20,4209,20198,2726730,1.0927452644293911,2979621,2923098.742975095,2927776.4940822027
2017-10-21,4210,20203,2727405,1.07454553825635,2930720,2940737.8631137577,2950617.856011262
2017-10-22,4211,20208,2728080,1.080963785740002,2948955,2936060.3511387473,2938651.3979647397
2017-10-23,4211,20208,2728080,1.0347905236838597,2822991,2944537.1758547085,2939976.802796596
2017-10-24,4213,20218,2729430,1.0474200081717848,2858859,2904874.85321789,2888470.21480302
