date,connection,population,actual_limit,factor,consumption,
2017-02-16,4072,19541,2638035,1.1498948096215436,3033462.7540999684,
2017-02-17,4073,19546,2638710,1.1152012987695483,2942692.8190761944,
2017-02-18,4075,19555,2639925,1.1772550318681037,3107864.9900044035,
2017-02-19,4075,19555,2639925,1.1757859303450104,3103986.6721660513,
2017-02-20,4075,19555,2639925,1.1111714542715765,2933409.3014178914,
2017-02-21,4075,19555,2639925,1.1531793301405386,3044306.9431212614,
2017-02-22,4075,19555,2639925,1.153169531200992,3044281.0746557787,
2017-02-23,4076,19560,2640600,1.1770538266924948,3108128.3347642017,
2017-02-24,4076,19560,2640600,1.1750865613082213,3102933.573790489,
2017-02-25,4076,19560,2640600,1.1587771391798267,3059866.9137182506,
2017-02-26,4076,19560,2640600,1.1923924728435964,3148631.5637908005,
2017-02-27,4078,19570,2641950,1.1270253940664505,2977544.7398538594,
2017-02-28,4079,19575,2642625,1.185883112972376,3133844.361418625,
2017-03-01,4080,19579,2643165,1.1873984194955365,3138489.9434659197,
2017-03-02,4081,19584,2643840,1.1235345912137793,2970445.6936346386,
2017-03-03,4081,19584,2643840,1.1899542600861346,3146048.6709861257,
2017-03-04,4082,19589,2644515,1.1134223806750796,2944462.187030958,
2017-03-05,4082,19589,2644515,1.130077425492493,2988506.70287628,
2017-03-06,4082,19589,2644515,1.1965563173160838,3164311.1294871434,
2017-03-07,4084,19599,2645865,1.1244933723593136,2975257.656657475,
2017-03-08,4085,19603,2646405,1.1189057157266822,2961077.68062767,
2017-03-09,4085,19603,2646405,1.138747505816153,3013587.093129396,
2017-03-10,4085,19603,2646405,1.1607696084403207,3071866.495624507,
2017-03-11,4086,19608,2647080,1.173357870250899,3105972.15118375,
2017-03-12,4086,19608,2647080,1.1547406998949323,3056691.0118778776,
2017-03-13,4087,19613,2647755,1.1343993714168403,3003611.6076657963,
2017-03-14,4087,19613,2647755,1.1617389908711602,3076000.2217740687,
2017-03-15,4087,19613,2647755,1.1568421490162253,3063034.5842684554,
2017-03-16,4087,19613,2647755,1.1215911792031061,2969698.6526909205,
2017-03-17,4088,19618,2648430,1.1523310189574927,3051868.040537592,
2017-03-18,4088,19618,2648430,1.120647921154216,2967957.57382246,
2017-03-19,4089,19623,2649105,1.1713527849755194,3103036.519442573,
2017-03-20,4090,19627,2649645,1.1589045388743593,3070685.6169057516,
2017-03-21,4091,19632,2650320,1.1736416478216702,3110525.932054729,
2017-03-22,4091,19632,2650320,1.1597399105918145,3073681.879839698,
2017-03-23,4092,19637,2650995,1.1802656825938174,3128878.423227797,
2017-03-24,4092,19637,2650995,1.1855162124289471,3142797.5515680765,
2017-03-25,4092,19637,2650995,1.1704587592156095,3102880.3183867843,
2017-03-26,4094,19647,2652345,1.1176450845387391,2964380.3517509024,
2017-03-27,4094,19647,2652345,1.1971511962731192,3175257.989679026,
2017-03-28,4095,19651,2652885,1.1584224353815114,3073161.5024870806,
2017-03-29,4095,19651,2652885,1.1148676574974983,2957615.6855602507,
2017-03-30,4095,19651,2652885,1.1922938612039329,3163018.4999799957,
2017-03-31,4096,19656,2653560,1.190629164957366,3159405.926964268,
2017-04-01,4096,19656,2653560,1.1471094272979225,3043923.6919006757,
2017-04-02,4096,19656,2653560,1.168910065865628,3101772.994378396,
2017-04-03,4097,19661,2654235,1.1901461577383838,3158927.586984739,
2017-04-04,4097,19661,2654235,1.1834326062673013,3141108.2436958905,
2017-04-05,4098,19666,2654910,1.123850951764756,2983723.130349768,
2017-04-06,4098,19666,2654910,1.1562928484570978,3069853.4462972335,
2017-04-07,4098,19666,2654910,1.1431687714975287,3035010.2031365037,
2017-04-08,4098,19666,2654910,1.1444514511142985,3038415.602077862,
2017-04-09,4099,19671,2655585,1.1893406945742748,3158395.3084010254,
2017-04-10,4101,19680,2656800,1.1374063626975344,3021861.224414809,
2017-04-11,4101,19680,2656800,1.1546319517487418,3067626.169406057,
2017-04-12,4101,19680,2656800,1.1174955225063314,2968962.104194822,
2017-04-13,4101,19680,2656800,1.1530284095026804,3063365.878366721,
2017-04-14,4101,19680,2656800,1.195347175837628,3175798.37676541,
2017-04-15,4103,19690,2658150,1.1566205212508511,3074470.8385629496,
2017-04-16,4103,19690,2658150,1.1563133613814827,3073654.361556188,
2017-04-17,4104,19695,2658825,1.189786346634222,3163433.6830897355,
2017-04-18,4105,19699,2659365,1.1322735429183919,3011128.6304631694,
2017-04-19,4105,19699,2659365,1.1894308666175952,3163130.8166025016,
2017-04-20,4105,19699,2659365,1.1140313749915005,2962616.0475542718,
2017-04-21,4105,19699,2659365,1.14291928531415,3039439.545189465,
2017-04-22,4106,19704,2660040,1.1901603907592164,3165874.2458351464,
2017-04-23,4106,19704,2660040,1.1764516803332503,3129408.527753659,
2017-04-24,4107,19709,2660715,1.126073178828227,2996159.798005946,
2017-04-25,4107,19709,2660715,1.1882159321271764,3161503.95384976,
2017-04-26,4107,19709,2660715,1.108792869665313,2950181.8202115432,
2017-04-27,4107,19709,2660715,1.1113449477619637,2956972.172684473,
2017-04-28,4107,19709,2660715,1.118982467002577,2977293.434690762,
2017-04-29,4107,19709,2660715,1.1404080953938271,3034300.9255357864,
2017-04-30,4108,19714,2661390,1.177840348297041,3134692.524554262,
2017-05-01,4108,19714,2661390,1.1872661278026728,3159778.1998727554,
2017-05-02,4108,19714,2661390,1.1956417830411943,3182069.084968004,
2017-05-03,4108,19714,2661390,1.2192000203157218,3244766.742068059,
2017-05-04,4108,19714,2661390,1.2020181477012422,3199039.0781106087,
2017-05-05,4110,19723,2662605,1.1784316725813937,3137698.063573582,
2017-05-06,4110,19723,2662605,1.19767203256421,3188927.5422656285,
2017-05-07,4110,19723,2662605,1.2181712126953257,3243508.7617786373,
2017-05-08,4111,19728,2663280,1.1737783954478176,3126100.525028263,
2017-05-09,4111,19728,2663280,1.1647996080335008,3102187.5000834623,
2017-05-10,4111,19728,2663280,1.1552104296424206,3076648.833058066,
2017-05-11,4111,19728,2663280,1.1566610730151765,3080512.3025398594,
2017-05-12,4112,19733,2663955,1.2094928557254652,3222034.5404741312,
2017-05-13,4113,19738,2664630,1.1822242785382187,3150190.279321294,
2017-05-14,4114,19743,2665305,1.1932776676608359,3180448.934004764,
2017-05-15,4115,19747,2665845,1.1690136429700675,3116409.1750435396,
2017-05-16,4115,19747,2665845,1.1905418186377104,3173799.9545062473,
2017-05-17,4116,19752,2666520,1.2176877832020505,3246988.827663932,
2017-05-18,4116,19752,2666520,1.1901019099758838,3173430.544988894,
2017-05-19,4116,19752,2666520,1.1715568441092878,3123979.7559542987,
2017-05-20,4116,19752,2666520,1.172363664490435,3126131.1586370342,
2017-05-21,4116,19752,2666520,1.174079667651654,3130706.9153864887,
2017-05-22,4116,19752,2666520,1.2221636543740997,3258923.827661624,
2017-05-23,4116,19752,2666520,1.1583305062449876,3088711.461512384,
2017-05-24,4117,19757,2667195,1.2005314170801926,3202051.3929792047,
2017-05-25,4118,19762,2667870,1.20547468467921,3216049.7470151237,
2017-05-26,4118,19762,2667870,1.1548627405202376,3081023.659551726,
2017-05-27,4118,19762,2667870,1.1653908457211681,3109111.275574133,
2017-05-28,4118,19762,2667870,1.1911951040093611,3177953.6821334544,
2017-05-29,4120,19771,2669085,1.1853954237165916,3163921.144510599,
2017-05-30,4120,19771,2669085,1.2258765634296027,3271968.747301501,
2017-05-31,4121,19776,2669760,1.2180323722223594,3251854.1060643657,
2017-06-01,4121,19776,2669760,1.2258026971687443,3272599.008793227,
2017-06-02,4122,19781,2670435,1.188537563226873,3173912.307655755,
2017-06-03,4123,19786,2671110,1.2278574518199592,3279742.318130811,
2017-06-04,4123,19786,2671110,1.235941300655022,3301335.167592636,
2017-06-05,4124,19791,2671785,1.1885502092140807,3175550.6207250427,
2017-06-06,4124,19791,2671785,1.1722818313731724,3132085.012835372,
2017-06-07,4125,19795,2672325,1.1887157601991425,3176634.8438741737,
2017-06-08,4125,19795,2672325,1.2014329337935248,3210619.264799781,
2017-06-09,4126,19800,2673000,1.1691287529472336,3125081.1566279554,
2017-06-10,4127,19805,2673675,1.2068472681494742,3226717.3696695454,
2017-06-11,4128,19810,2674350,1.2164368341596896,3253177.847434966,
2017-06-12,4128,19810,2674350,1.176795769589334,3147163.7664012355,
2017-06-13,4129,19815,2675025,1.15484131217355,3089229.3810970504,
2017-06-14,4130,19819,2675565,1.2187746550502088,3260910.809939412,
2017-06-15,4132,19829,2676915,1.2368845366053363,3311034.769306874,
2017-06-16,4133,19834,2677590,1.1847816834988028,3172359.5879195593,
2017-06-17,4133,19834,2677590,1.1521037246556747,3084861.412100788,
2017-06-18,4133,19834,2677590,1.2158919806810242,3255660.208551704,
2017-06-19,4133,19834,2677590,1.1633681398501436,3115022.8975813463,
2017-06-20,4134,19839,2678265,1.231850953769108,3299223.29469642,
2017-06-21,4135,19843,2678805,1.1962206656094245,3204441.9001378547,
2017-06-22,4135,19843,2678805,1.229441066498549,3293432.8761416455,
2017-06-23,4135,19843,2678805,1.213275171801523,3250127.596597778,
2017-06-24,4135,19843,2678805,1.1694217370988396,3132652.796449057,
2017-06-25,4135,19843,2678805,1.185975060423149,3176995.9217368336,
2017-06-26,4136,19848,2679480,1.2331671502641626,3304246.715789818,
2017-06-27,4136,19848,2679480,1.1780670155140462,3156607.0067295767,
2017-06-28,4138,19858,2680830,1.1680320320993698,3131295.3126129536,
2017-06-29,4139,19863,2681505,1.1689629114254372,3134579.891801867,
2017-06-30,4139,19863,2681505,1.1736464493535677,3147138.8221738385,
2017-07-01,4139,19863,2681505,1.1732108005901982,3145970.6278366195,
2017-07-02,4140,19867,2682045,1.1854355197721267,3179391.4086272335,
2017-07-03,4140,19867,2682045,1.228441151299094,3294734.4476359785,
2017-07-04,4140,19867,2682045,1.2191960269418487,3269938.608079251,
2017-07-05,4141,19872,2682720,1.188240698765086,3187717.0873910715,
2017-07-06,4141,19872,2682720,1.1582801490315566,3107341.3214099375,
2017-07-07,4142,19877,2683395,1.169126750135418,3137228.8756796294,
2017-07-08,4143,19882,2684070,1.224857661786157,3287603.7042703703,
2017-07-09,4143,19882,2684070,1.2233190282748048,3283473.904221555,
2017-07-10,4143,19882,2684070,1.2092843461035456,3245803.8348461436,
2017-07-11,4144,19887,2684745,1.193521153401918,3204299.948990032,
2017-07-12,4144,19887,2684745,1.2101567169414726,3248962.1950250342,
2017-07-13,4144,19887,2684745,1.229089565699551,3299792.0660640416,
2017-07-14,4144,19887,2684745,1.1597868576489636,3113731.9671387672,
2017-07-15,4145,19891,2685285,1.2236327775945957,3285802.743183104,
2017-07-16,4145,19891,2685285,1.2246397361769719,3288506.71395998,
2017-07-17,4145,19891,2685285,1.1924807040483727,3202150.5473705344,
2017-07-18,4145,19891,2685285,1.1752999399870734,3156015.2993481886,
2017-07-19,4146,19896,2685960,1.1721561739996185,3148364.5971160154,
2017-07-20,4146,19896,2685960,1.2125277234446685,3256800.964063442,
2017-07-21,4146,19896,2685960,1.2377187197050312,3324462.9723789254,
2017-07-22,4147,19901,2686635,1.2289628199391025,3301774.5257470906,
2017-07-23,4147,19901,2686635,1.1524217468214728,3096136.5997717073,
2017-07-24,4148,19906,2687310,1.237879429643626,3326565.7700756122,
2017-07-25,4149,19911,2687985,1.1972752026195872,3218257.7855134113,
2017-07-26,4150,19915,2688525,1.1753377467550035,3159924.915594496,
2017-07-27,4154,19935,2691225,1.1908125119182629,3204744.402387227,
2017-07-28,4154,19935,2691225,1.1920128370760277,3207974.7474599327,
2017-07-29,4154,19935,2691225,1.2101038172212017,3256661.645501129,
2017-07-30,4155,19939,2691765,1.1856963211315819,3191615.857850753,
2017-07-31,4155,19939,2691765,1.196248291425451,3220019.2821688293,
2017-08-01,4156,19944,2692440,1.2176516406812863,3278453.9834359223,
2017-08-02,4157,19949,2693115,1.1896730967238354,3203926.4618834117,
2017-08-03,4157,19949,2693115,1.2219262777025603,3290787.9873749306,
2017-08-04,4158,19954,2693790,1.1900138356745458,3205647.370401735,
2017-08-05,4159,19959,2694465,1.174045861171968,3163425.4813227267,
2017-08-06,4160,19963,2695005,1.237562515396874,3335237.166807152,
2017-08-07,4160,19963,2695005,1.2186497778768797,3284267.24462708,
2017-08-08,4160,19963,2695005,1.223766217455493,3298056.074873641,
2017-08-09,4161,19968,2695680,1.1851070920349882,3194669.485856877,
2017-08-10,4162,19973,2696355,1.2314446264234136,3320411.8756799037,
2017-08-11,4164,19983,2697705,1.2166526995912117,3282170.0709507097,
2017-08-12,4165,19987,2698245,1.1510532455184157,3105823.6644538376,
2017-08-13,4165,19987,2698245,1.20554777248524,3252863.2493694364,
2017-08-14,4168,20002,2700270,1.1714618911117292,3163263.400712269,
2017-08-15,4169,20007,2700945,1.2272753447945826,3314803.2061462034,
2017-08-16,4169,20007,2700945,1.1547076195884967,3118801.771589452,
2017-08-17,4170,20011,2701485,1.2168161416450407,3287210.554411953,
2017-08-18,4173,20026,2703510,1.1703612417819438,3164083.3207699033,
2017-08-19,4174,20031,2704185,1.1785777966722997,3187092.3990942826,
2017-08-20,4174,20031,2704185,1.1580388245527178,3131551.218773091,
2017-08-21,4174,20031,2704185,1.2231629846114402,3307658.9955414874,
2017-08-22,4176,20040,2705400,1.222646374357845,3307747.5011877143,
2017-08-23,4177,20045,2706075,1.1790482438780048,3190592.976552172,
2017-08-24,4177,20045,2706075,1.2308052567222643,3330651.3350847014,
2017-08-25,4179,20055,2707425,1.22672332968888,3321261.410882916,
2017-08-26,4179,20055,2707425,1.1975014474859602,3242145.3564596763,
2017-08-27,4179,20055,2707425,1.1752240250040813,3181830.905896675,
2017-08-28,4180,20059,2707965,1.2219519003774202,3309002.9779055407,
2017-08-29,4180,20059,2707965,1.239082679984135,3355392.5295032384,
2017-08-30,4180,20059,2707965,1.196454428579479,3239956.716688229,
2017-08-31,4182,20069,2709315,1.059742004128151,2871174.907914461,
2017-09-01,4182,20069,2709315,1.0444789718295489,2829822.5455623744,
2017-09-02,4182,20069,2709315,1.0405177344597747,2819090.3057378842,
2017-09-03,4183,20074,2709990,1.103712304441698,2991049.3079139576,
2017-09-04,4184,20079,2710665,1.116955421737063,3027691.968262896,
2017-09-05,4184,20079,2710665,1.0639482231623099,2884007.210338263,
2017-09-06,4186,20088,2711880,1.0428806853203185,2828167.272906465,
2017-09-07,4186,20088,2711880,1.0720170034426313,2907181.471296003,
2017-09-08,4186,20088,2711880,1.0743413352367885,2913484.7802019417,
2017-09-09,4187,20093,2712555,1.0456128068889123,2836282.247390554,
2017-09-10,4189,20103,2713905,1.106913858378363,3004059.0548223313,
2017-09-11,4190,20107,2714445,1.0790588219189525,2929045.8238637913,
2017-09-12,4191,20112,2715120,1.0916301522635627,2963906.8590138447,
2017-09-13,4191,20112,2715120,1.1088462575645064,3010650.6508385427,
2017-09-14,4192,20117,2715795,1.0346912453772281,2810009.3107392495,
2017-09-15,4192,20117,2715795,1.0773944066909031,2925982.3427191214,
2017-09-16,4192,20117,2715795,1.085947593349681,2949211.044281097,
2017-09-17,4192,20117,2715795,1.052193991888362,2857543.182200454,
2017-09-18,4193,20122,2716470,1.1079412187849018,3009689.0825926224,
2017-09-19,4193,20122,2716470,1.075167698596846,2920660.798207374,
2017-09-20,4193,20122,2716470,1.0737348531829982,2916768.516626019,
2017-09-21,4195,20131,2717685,1.0430402573237485,2834654.8617248917,
2017-09-22,4196,20136,2718360,1.0854524781994452,2950650.598638244,
2017-09-23,4197,20141,2719035,1.0523501575945793,2861376.910755177,
2017-09-24,4197,20141,2719035,1.0541509175856871,2866273.2401975985,
2017-09-25,4197,20141,2719035,1.0803155873443637,2937415.893034882,
2017-09-26,4199,20151,2720385,1.0975033597024613,2985631.67718418,
2017-09-27,4199,20151,2720385,1.0960628849064702,2981713.031156288,
2017-09-28,4200,20155,2720925,1.0974579723286286,2986100.833358274,
2017-09-29,4200,20155,2720925,1.0724141926307624,2917958.5870838575,
2017-09-30,4200,20155,2720925,1.1099049426608578,3019968.106109495,
2017-10-01,4201,20160,2721600,1.0550814351212092,2871509.633825883,
2017-10-02,4201,20160,2721600,1.093588236740685,2976309.7451134487,
2017-10-03,4201,20160,2721600,1.0812302116180688,2942676.143939736,
2017-10-04,4201,20160,2721600,1.0461894099083189,2847309.0980064804,
2017-10-05,4201,20160,2721600,1.0909088891381922,2969017.632678504,
2017-10-06,4202,20165,2722275,1.0538453160376124,2868856.7577162916,
2017-10-07,4203,20170,2722950,1.0843634325779663,2952667.4087381735,
2017-10-08,4204,20174,2723490,1.1093170285163825,3021213.8339940826,
2017-10-09,4204,20174,2723490,1.068474145266369,2909978.6498915036,
2017-10-10,4204,20174,2723490,1.0517956861269726,2864555.0332099483,
2017-10-11,4206,20184,2724840,1.0990629308428168,2994770.636477741,
2017-10-12,4206,20184,2724840,1.0726760371329775,2922870.5730214226,
2017-10-13,4206,20184,2724840,1.061902285282932,2893513.8230303447,
2017-10-14,4206,20184,2724840,1.1106744592323008,3026410.1934945425,
2017-10-15,4207,20189,2725515,1.069939447476198,2916136.0131880897,
2017-10-16,4208,20194,2726190,1.0372401107446234,2827713.617510885,
2017-10-17,4208,20194,2726190,1.1183612251509125,3048865.188394166,
2017-10-18,4208,20194,2726190,1.0424426104714386,2841896.620241131,
2017-10-19,4208,20194,2726190,1.0795348572348489,2943017.1324450723,
2017-10-20,4209,20198,2726730,1.0927452644293913,2979621.2948775543,
2017-10-21,4210,20203,2727405,1.07454553825635,2930720.8737680605,
2017-10-22,4211,20208,2728080,1.080963785740002,2948955.684601585,
2017-10-23,4211,20208,2728080,1.0347905236838597,2822991.331851464,
2017-10-24,4213,20218,2729430,1.0474200081717848,2858859.592904315,
2017-10-25,4214,20222,2729970,1.0313116862949454,2815449.964234612,
2017-10-26,4215,20227,2730645,1.0424709844633293,2846618.1813698676,
2017-10-27,4215,20227,2730645,1.0900580822978905,2976561.652136323,
2017-10-28,4216,20232,2731320,1.1085740473294525,3027870.46695188,
2017-10-29,4216,20232,2731320,1.0614275407618707,2899098.270633713,
2017-10-30,4217,20237,2731995,1.0913170841566922,2981472.817330662,
2017-10-31,4217,20237,2731995,1.0399072153485291,2841021.312796105,
2017-11-01,4217,20237,2731995,1.0481536171956294,2863550.4414103734,
2017-11-02,4218,20242,2732670,1.1133812600512805,3042503.5679043327,
2017-11-03,4218,20242,2732670,1.0582811895050674,2891933.2581248125,
2017-11-04,4219,20246,2733210,1.0647815790548771,2910271.659688581,
2017-11-05,4219,20246,2733210,1.0301553952990778,2815631.0279853926,
2017-11-06,4221,20256,2734560,1.0486648064359738,2867636.8330875565,
2017-11-07,4221,20256,2734560,1.0595704949554312,2897459.0926853237,
2017-11-08,4221,20256,2734560,1.095567146853023,2995894.0970984027,
2017-11-09,4221,20256,2734560,1.0789383164670552,2950421.5626781504,
2017-11-10,4222,20261,2735235,1.0601291674887932,2899702.403436209,
2017-11-11,4223,20266,2735910,1.113653867930552,3046856.753809877,
2017-11-12,4224,20270,2736450,1.046752503387351,2864385.887894317,
2017-11-13,4224,20270,2736450,1.1116169424736597,3041884.182232046,
2017-11-14,4224,20270,2736450,1.0675052982700928,2921174.8734511957,
2017-11-15,4225,20275,2737125,1.053987165170345,2884894.619466881,
2017-11-16,4225,20275,2737125,1.0982388400775651,3006016.9851473053,
2017-11-17,4225,20275,2737125,1.0572659732228307,2893869.1269575404,
2017-11-18,4226,20280,2737800,1.0795513197720814,2955595.6032720045,
2017-11-19,4227,20285,2738475,1.0607378825228928,2904804.172841879,
2017-11-20,4228,20290,2739150,1.105292876515074,3027562.982706265,
2017-11-21,4228,20290,2739150,1.0820755490283762,2963967.240121077,
2017-11-22,4230,20299,2740365,1.062333653360917,2911181.9619923886,
2017-11-23,4231,20304,2741040,1.0397422098214801,2849974.98680907,
2017-11-24,4232,20309,2741715,1.05426186030231,2890485.556318748,
2017-11-25,4232,20309,2741715,1.046952240440042,2870444.6618980695,
2017-11-26,4233,20314,2742390,1.0427109762397695,2859520.1541301813,
2017-11-27,4233,20314,2742390,1.0875935581194565,2982605.6978512164,
2017-11-28,4233,20314,2742390,1.0526415857954163,2886753.758469492,
2017-11-29,4234,20318,2742930,1.1040307789695012,3028279.144558814,
2017-11-30,4234,20318,2742930,1.0448772272319848,2866025.0928914286,
2017-12-01,4234,20318,2742930,1.0379898806192,2847133.5832468225,
2017-12-02,4235,20323,2743605,1.0950175402162965,3004295.598425132,
2017-12-03,4235,20323,2743605,1.093872099647149,3001152.9619524158,
2017-12-04,4236,20328,2744280,1.107148206209343,3038324.679336176,
2017-12-05,4236,20328,2744280,1.0402879213995009,2854841.3369382224,
2017-12-06,4237,20333,2744955,1.101348047027932,3023150.828429557,
2017-12-07,4238,20338,2745630,1.0824589871661716,2972031.868933056,
2017-12-08,4238,20338,2745630,1.037750503642875,2849278.915316987,
2017-12-09,4239,20342,2746170,1.0690618371598235,2935825.5453531924,
2017-12-10,4241,20352,2747520,1.1049906028025323,3035983.781012013,
2017-12-11,4241,20352,2747520,1.1172157775854974,3069572.6932317056,
2017-12-12,4242,20357,2748195,1.076372405871049,2958081.263952788,
2017-12-13,4243,20362,2748870,1.0627882158203963,2921466.6428222125,
2017-12-14,4243,20362,2748870,1.0903746033347443,2997298.035868779,
2017-12-15,4243,20362,2748870,1.038653824306301,2855124.338020862,
2017-12-16,4244,20366,2749410,1.06534052010346,2929057.8793776543,
2017-12-17,4244,20366,2749410,1.0528429511030664,2894696.938192282,
2017-12-18,4244,20366,2749410,1.1117993055798254,3056792.128754228,
2017-12-19,4245,20371,2750085,1.0399455433686882,2859938.639635079,
2017-12-20,4245,20371,2750085,1.0635495681286238,2924851.7140670065,
2017-12-21,4246,20376,2750760,1.0343489582876653,2845245.740499378,
2017-12-22,4246,20376,2750760,1.0647251978626064,2928803.4852725435,
2017-12-23,4247,20381,2751435,1.0322891727869665,2840276.5601271074,
2017-12-24,4247,20381,2751435,1.0584166402405306,2912164.5885402043,
2017-12-25,4247,20381,2751435,1.0460866912895894,2878239.5354483714,
2017-12-26,4249,20390,2752650,1.0829186090716467,2980895.909261069,
2017-12-27,4252,20405,2754675,1.1111883858144895,3060962.866693529,
2017-12-28,4253,20410,2755350,1.053660962974482,2903204.7343317387,
2017-12-29,4253,20410,2755350,1.0774115965609186,2968646.042584127,
2017-12-30,4254,20414,2755890,1.1177396160007034,3080367.430340179,
2017-12-31,4254,20414,2755890,1.0755447408489929,2964082.9958583307,
2018-01-01 00:00:00,4254,20414,2755890,1.1332706502317365,3123169.25226714,
2018-01-02 00:00:00,4255,20419,2756565,1.1119520341738072,3065168.059082321,
2018-01-03 00:00:00,4255,20419,2756565,1.1601581575145545,3198051.371469108,
2018-01-04 00:00:00,4257,20429,2757915,1.1491380163528584,3169224.9723697933,
2018-01-05 00:00:00,4257,20429,2757915,1.1845027539526054,3266757.9126672,
2018-01-06 00:00:00,4257,20429,2757915,1.178982134693024,3251532.5140019115,
2018-01-07 00:00:00,4258,20434,2758590,1.1454726340619275,3159889.353596892,
2018-01-08 00:00:00,4258,20434,2758590,1.1659183963000046,3216290.82884923,
2018-01-09 00:00:00,4259,20438,2759130,1.1440850678009111,3156679.433121528,
2018-01-10 00:00:00,4260,20443,2759805,1.163997461902688,3212406.0153463483,
2018-01-11 00:00:00,4260,20443,2759805,1.1389189221178007,3143194.1358553167,
2018-01-12 00:00:00,4262,20453,2761155,1.1946470391528188,3298605.6453920016,
2018-01-13 00:00:00,4262,20453,2761155,1.1704701844710779,3231849.602203239,
2018-01-14 00:00:00,4262,20453,2761155,1.1916813981591352,3290417.050934087,
2018-01-15 00:00:00,4264,20462,2762370,1.117269987105197,3086313.094279783,
2018-01-16 00:00:00,4265,20467,2763045,1.1907704310477556,3290152.285654346,
2018-01-17 00:00:00,4265,20467,2763045,1.1200938582884763,3094869.734674683,
2018-01-18 00:00:00,4265,20467,2763045,1.1125213266430334,3073946.4889744,
2018-01-19 00:00:00,4266,20472,2763720,1.1618968369738014,3211157.5262812343,
2018-01-20 00:00:00,4266,20472,2763720,1.1893693157158873,3287083.765230312,
2018-01-21 00:00:00,4267,20477,2764395,1.147284802597297,3171548.371875955,
2018-01-22 00:00:00,4267,20477,2764395,1.1885422992572292,3285600.3893551882,
2018-01-23 00:00:00,4268,20482,2765070,1.1571416627522553,3199577.6974263787,
2018-01-24 00:00:00,4268,20482,2765070,1.1944875320850703,3302841.640342465,
2018-01-25 00:00:00,4268,20482,2765070,1.1319125598421202,3129817.461842651,
2018-01-26 00:00:00,4269,20486,2765610,1.180916913053023,3265955.623908571,
